"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify GET /users returns all 10 users","83","testGetAllUsers","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetAllUsers"
"Verify GET /comments?postId=1 filters comments by post","113","testFilterCommentsByPostId","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testFilterCommentsByPostId"
"Verify response structure matches post JSON schema","729","testPostSchemaValidation","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testPostSchemaValidation"
"Verify GET /photos/{id} returns 404 for invalid IDs","203","testGetPhotoNotFound","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoNotFound"
"Verify GET /photos?albumId=1 filters photos by album","95","testFilterPhotosByAlbumId","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testFilterPhotosByAlbumId"
"Verify GET /todos/{id} returns 404 for invalid IDs","237","testGetTodoNotFound","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoNotFound"
"Verify POST /albums creates a new album and returns 201","200","testCreateAlbum","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testCreateAlbum"
"Verify GET /todos/{id} returns correct todo data","95","testGetTodoById","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoById"
"Verify GET /users/{id} returns 404 for invalid IDs","80","testGetUserNotFound","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserNotFound"
"Verify response structure matches album JSON schema","84","testAlbumSchemaValidation","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testAlbumSchemaValidation"
"Verify Content-Type header and response time for comments","82","testCommentHeaders","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testCommentHeaders"
"Verify GET /users/{id} returns correct user data","91","testGetUserById","REST Assured API Test Suite","2026-06-24","failed","2026-06-24","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserById"
"Verify GET /photos/{id} returns correct photo data","109","testGetPhotoById","REST Assured API Test Suite","2026-06-24","passed","2026-06-24","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
