"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify GET /photos/{id} returns correct photo data","90","testGetPhotoById","REST Assured API Test Suite","Mon Mar 30 09:17:08 UTC 2026","passed","Mon Mar 30 09:17:08 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
"Verify relationship: user has many todos","67","testGetUserTodos","REST Assured API Test Suite","Mon Mar 30 09:17:12 UTC 2026","passed","Mon Mar 30 09:17:12 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserTodos"
"Verify GET /albums/{id} returns correct album data","299","testGetAlbumById","REST Assured API Test Suite","Mon Mar 30 09:17:05 UTC 2026","passed","Mon Mar 30 09:17:06 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumById"
"Verify GET /todos/{id} returns 404 for invalid IDs","263","testGetTodoNotFound","REST Assured API Test Suite","Mon Mar 30 09:17:10 UTC 2026","passed","Mon Mar 30 09:17:10 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoNotFound"
"Verify POST /comments creates a comment and returns 201","261","testCreateComment","REST Assured API Test Suite","Mon Mar 30 09:17:04 UTC 2026","failed","Mon Mar 30 09:17:05 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testCreateComment"
"Verify GET /comments/{id} returns correct comment data","301","testGetCommentById","REST Assured API Test Suite","Mon Mar 30 09:17:03 UTC 2026","failed","Mon Mar 30 09:17:03 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentById"
"Verify GET /albums/{id} returns correct album data","301","testGetAlbumById","REST Assured API Test Suite","Mon Mar 30 09:17:05 UTC 2026","passed","Mon Mar 30 09:17:05 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumById"
"Verify GET /todos/{id} returns 404 for invalid IDs","265","testGetTodoNotFound","REST Assured API Test Suite","Mon Mar 30 09:17:10 UTC 2026","passed","Mon Mar 30 09:17:10 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoNotFound"
"Verify photo URLs are non-null and non-empty","76","testPhotoUrlFormat","REST Assured API Test Suite","Mon Mar 30 09:17:09 UTC 2026","passed","Mon Mar 30 09:17:09 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotoUrlFormat"
"Verify GET /posts/{id} returns 404 for non-existent IDs","277","testGetPostNotFound","REST Assured API Test Suite","Mon Mar 30 09:17:01 UTC 2026","passed","Mon Mar 30 09:17:01 UTC 2026","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testGetPostNotFound"
