"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify GET /comments/{id} returns correct comment data","95","testGetCommentById","REST Assured API Test Suite","2026-07-14","failed","2026-07-14","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentById"
"Verify GET /comments?postId=1 filters comments by post","69","testFilterCommentsByPostId","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testFilterCommentsByPostId"
"Verify GET /posts/{id} returns 404 for non-existent IDs","59","testGetPostNotFound","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testGetPostNotFound"
"Verify GET /albums/{id} returns correct album data","76","testGetAlbumById","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumById"
"Verify GET /users returns all 10 users","52","testGetAllUsers","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetAllUsers"
"Verify GET /posts/{id} returns correct post data","89","testGetPostById","REST Assured API Test Suite","2026-07-14","failed","2026-07-14","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testGetPostById"
"Verify GET /photos/{id} returns correct photo data","73","testGetPhotoById","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
"Verify GET /users/{id} returns correct user data","63","testGetUserById","REST Assured API Test Suite","2026-07-14","failed","2026-07-14","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserById"
"Verify GET /comments/{id} returns 404 for invalid IDs","65","testGetCommentNotFound","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentNotFound"
"Verify POST /comments creates a comment and returns 201","69","testCreateComment","REST Assured API Test Suite","2026-07-14","failed","2026-07-14","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testCreateComment"
"Verify GET /todos/{id} returns correct todo data","60","testGetTodoById","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoById"
"Verify Content-Type header and response time for photos","44","testPhotoHeaders","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotoHeaders"
"Verify response structure matches user JSON schema","52","testUserSchemaValidation","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testUserSchemaValidation"
"Verify GET /todos/{id} returns correct todo data","96","testGetTodoById","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoById"
"Verify Content-Type header and response time for todos","41","testTodoHeaders","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testTodoHeaders"
"Verify POST /photos creates a photo and returns 201","56","testCreatePhoto","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testCreatePhoto"
"Verify relationship: album has many photos linked by albumId","66","testGetAlbumPhotos","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumPhotos"
"Verify response structure matches post JSON schema","697","testPostSchemaValidation","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testPostSchemaValidation"
"Verify GET /comments/{id} returns 404 for invalid IDs","74","testGetCommentNotFound","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentNotFound"
"Verify POST /posts creates a new post and returns 201","171","testCreatePost","REST Assured API Test Suite","2026-07-14","failed","2026-07-14","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testCreatePost"
"Verify GET /albums/{id} returns correct album data","74","testGetAlbumById","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumById"
"Verify photo URLs are non-null and non-empty","54","testPhotoUrlFormat","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotoUrlFormat"
"Verify Content-Type header and response time for comments","46","testCommentHeaders","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testCommentHeaders"
"Verify GET /albums/{id} returns 404 for non-existent IDs","66","testGetAlbumNotFound","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumNotFound"
"Verify GET /albums/{id} returns 404 for non-existent IDs","80","testGetAlbumNotFound","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumNotFound"
"Verify GET /todos?completed=true returns only completed todos","56","testFilterCompletedTodos","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testFilterCompletedTodos"
"Verify GET /users/{id} returns 404 for invalid IDs","47","testGetUserNotFound","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserNotFound"
"Verify GET /photos/{id} returns correct photo data","66","testGetPhotoById","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
"Verify GET /posts returns all 100 posts","2205","testGetAllPosts","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testGetAllPosts"
"Verify GET /photos/{id} returns correct photo data","63","testGetPhotoById","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
"Verify DELETE /posts/1 returns 200","60","testDeletePost","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testDeletePost"
"Verify GET /users/{id} returns correct user data","65","testGetUserById","REST Assured API Test Suite","2026-07-14","failed","2026-07-14","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserById"
"Verify GET /albums/{id} returns 404 for non-existent IDs","72","testGetAlbumNotFound","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumNotFound"
"Verify GET /users/{id} returns 404 for invalid IDs","50","testGetUserNotFound","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserNotFound"
"Verify GET /users/{id} returns correct user data","73","testGetUserById","REST Assured API Test Suite","2026-07-14","failed","2026-07-14","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserById"
"Verify relationship: user has many albums","51","testGetUserAlbums","REST Assured API Test Suite","2026-07-14","passed","2026-07-14","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserAlbums"
