"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify GET /posts returns all 100 posts","2445","testGetAllPosts","REST Assured API Test Suite","Tue Apr 07 09:07:13 UTC 2026","passed","Tue Apr 07 09:07:15 UTC 2026","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testGetAllPosts"
"Verify GET /comments returns all 500 comments","209","testGetAllComments","REST Assured API Test Suite","Tue Apr 07 09:07:17 UTC 2026","passed","Tue Apr 07 09:07:17 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetAllComments"
"Verify GET /comments/{id} returns 404 for invalid IDs","41","testGetCommentNotFound","REST Assured API Test Suite","Tue Apr 07 09:07:18 UTC 2026","passed","Tue Apr 07 09:07:18 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentNotFound"
"Verify GET /todos/{id} returns correct todo data","53","testGetTodoById","REST Assured API Test Suite","Tue Apr 07 09:07:20 UTC 2026","passed","Tue Apr 07 09:07:20 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoById"
"Verify GET /comments?postId=1 filters comments by post","61","testFilterCommentsByPostId","REST Assured API Test Suite","Tue Apr 07 09:07:17 UTC 2026","passed","Tue Apr 07 09:07:18 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testFilterCommentsByPostId"
"Verify POST /posts creates a new post and returns 201","170","testCreatePost","REST Assured API Test Suite","Tue Apr 07 09:07:17 UTC 2026","failed","Tue Apr 07 09:07:17 UTC 2026","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testCreatePost"
"Verify GET /users/{id} returns correct user data","52","testGetUserById","REST Assured API Test Suite","Tue Apr 07 09:07:21 UTC 2026","failed","Tue Apr 07 09:07:21 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserById"
"Verify GET /todos/{id} returns 404 for invalid IDs","45","testGetTodoNotFound","REST Assured API Test Suite","Tue Apr 07 09:07:20 UTC 2026","passed","Tue Apr 07 09:07:20 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoNotFound"
"Verify GET /users/{id} returns 404 for invalid IDs","50","testGetUserNotFound","REST Assured API Test Suite","Tue Apr 07 09:07:21 UTC 2026","passed","Tue Apr 07 09:07:21 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserNotFound"
"Verify GET /photos/{id} returns correct photo data","55","testGetPhotoById","REST Assured API Test Suite","Tue Apr 07 09:07:19 UTC 2026","passed","Tue Apr 07 09:07:19 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
"Verify POST /users creates a user and returns 201","54","testCreateUser","REST Assured API Test Suite","Tue Apr 07 09:07:21 UTC 2026","passed","Tue Apr 07 09:07:21 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testCreateUser"
"Verify relationship: album has many photos linked by albumId","76","testGetAlbumPhotos","REST Assured API Test Suite","Tue Apr 07 09:07:18 UTC 2026","passed","Tue Apr 07 09:07:18 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumPhotos"
"Verify Content-Type header and response time for comments","39","testCommentHeaders","REST Assured API Test Suite","Tue Apr 07 09:07:18 UTC 2026","passed","Tue Apr 07 09:07:18 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testCommentHeaders"
"Verify GET /photos?albumId=1 filters photos by album","50","testFilterPhotosByAlbumId","REST Assured API Test Suite","Tue Apr 07 09:07:19 UTC 2026","passed","Tue Apr 07 09:07:19 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testFilterPhotosByAlbumId"
"Verify relationship: user has many todos","57","testGetUserTodos","REST Assured API Test Suite","Tue Apr 07 09:07:21 UTC 2026","passed","Tue Apr 07 09:07:21 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserTodos"
"Verify Content-Type header and response time for photos","34","testPhotoHeaders","REST Assured API Test Suite","Tue Apr 07 09:07:20 UTC 2026","passed","Tue Apr 07 09:07:20 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotoHeaders"
"Verify GET /todos?completed=false returns only incomplete todos","42","testFilterIncompleteTodos","REST Assured API Test Suite","Tue Apr 07 09:07:20 UTC 2026","passed","Tue Apr 07 09:07:20 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testFilterIncompleteTodos"
