"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify Content-Type header and response time","75","testPostHeaders","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testPostHeaders"
"Verify GET /albums returns all 100 albums","53","testGetAllAlbums","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAllAlbums"
"Verify Content-Type header and response time for comments","41","testCommentHeaders","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testCommentHeaders"
"Verify relationship: user has many todos","43","testGetUserTodos","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserTodos"
"Verify DELETE /posts/1 returns 200","41","testDeletePost","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testDeletePost"
"Verify GET /users/{id} returns 404 for invalid IDs","55","testGetUserNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserNotFound"
"Verify POST /users creates a user and returns 201","46","testCreateUser","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testCreateUser"
"Verify GET /comments/{id} returns 404 for invalid IDs","47","testGetCommentNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentNotFound"
"Verify GET /photos/{id} returns correct photo data","62","testGetPhotoById","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
"Verify relationship: user has many posts","42","testGetUserPosts","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserPosts"
"Verify response structure matches user JSON schema","45","testUserSchemaValidation","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testUserSchemaValidation"
"Verify GET /comments/{id} returns 404 for invalid IDs","52","testGetCommentNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentNotFound"
"Verify GET /albums/{id} returns correct album data","69","testGetAlbumById","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumById"
"Verify GET /comments/{id} returns 404 for invalid IDs","48","testGetCommentNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentNotFound"
"Verify GET /comments returns all 500 comments","226","testGetAllComments","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetAllComments"
"Verify POST /todos creates a todo and returns 201","47","testCreateTodo","REST Assured API Test Suite","2026-08-13","failed","2026-08-13","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testCreateTodo"
"Verify GET /albums/{id} returns correct album data","66","testGetAlbumById","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumById"
"Verify GET /albums/{id} returns correct album data","62","testGetAlbumById","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumById"
"Verify GET /todos?completed=true returns only completed todos","45","testFilterCompletedTodos","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testFilterCompletedTodos"
"Verify GET /users returns all 10 users","43","testGetAllUsers","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetAllUsers"
"Verify GET /users/{id} returns correct user data","64","testGetUserById","REST Assured API Test Suite","2026-08-13","failed","2026-08-13","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserById"
"Verify GET /photos/{id} returns correct photo data","61","testGetPhotoById","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
"Verify PATCH /posts/1 partially updates the post","64","testPatchPost","REST Assured API Test Suite","2026-08-13","failed","2026-08-13","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testPatchPost"
"Verify GET /users/{id} returns 404 for invalid IDs","36","testGetUserNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserNotFound"
"Verify GET /photos/{id} returns 404 for invalid IDs","50","testGetPhotoNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoNotFound"
"Verify GET /albums/{id} returns 404 for non-existent IDs","64","testGetAlbumNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumNotFound"
"Verify response structure matches album JSON schema","38","testAlbumSchemaValidation","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testAlbumSchemaValidation"
"Verify Content-Type header and response time for users","35","testUserHeaders","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testUserHeaders"
"Verify GET /todos/{id} returns 404 for invalid IDs","56","testGetTodoNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoNotFound"
"Verify POST /albums creates a new album and returns 201","68","testCreateAlbum","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testCreateAlbum"
"Verify Content-Type header and response time for photos","31","testPhotoHeaders","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotoHeaders"
"Verify GET /todos/{id} returns 404 for invalid IDs","48","testGetTodoNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoNotFound"
"Verify GET /photos?albumId=1 filters photos by album","58","testFilterPhotosByAlbumId","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testFilterPhotosByAlbumId"
"Verify GET /photos/{id} returns 404 for invalid IDs","40","testGetPhotoNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoNotFound"
"Verify GET /comments/{id} returns correct comment data","80","testGetCommentById","REST Assured API Test Suite","2026-08-13","failed","2026-08-13","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentById"
"Verify GET /posts/{id} returns 404 for non-existent IDs","54","testGetPostNotFound","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testGetPostNotFound"
"Verify GET /photos/{id} returns correct photo data","63","testGetPhotoById","REST Assured API Test Suite","2026-08-13","passed","2026-08-13","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
