"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify DELETE /posts/1 returns 200","190","testDeletePost","REST Assured API Test Suite","Thu Apr 30 10:08:43 UTC 2026","passed","Thu Apr 30 10:08:44 UTC 2026","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testDeletePost"
"Verify GET /comments/{id} returns correct comment data","217","testGetCommentById","REST Assured API Test Suite","Thu Apr 30 10:08:44 UTC 2026","failed","Thu Apr 30 10:08:44 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentById"
"Verify GET /comments/{id} returns 404 for invalid IDs","183","testGetCommentNotFound","REST Assured API Test Suite","Thu Apr 30 10:08:45 UTC 2026","passed","Thu Apr 30 10:08:45 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentNotFound"
"Verify GET /users/{id} returns correct user data","97","testGetUserById","REST Assured API Test Suite","Thu Apr 30 10:08:52 UTC 2026","failed","Thu Apr 30 10:08:52 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserById"
"Verify GET /albums returns all 100 albums","98","testGetAllAlbums","REST Assured API Test Suite","Thu Apr 30 10:08:46 UTC 2026","passed","Thu Apr 30 10:08:46 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAllAlbums"
"Verify Content-Type header and response time for photos","80","testPhotoHeaders","REST Assured API Test Suite","Thu Apr 30 10:08:50 UTC 2026","passed","Thu Apr 30 10:08:50 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotoHeaders"
"Verify GET /todos/{id} returns 404 for invalid IDs","187","testGetTodoNotFound","REST Assured API Test Suite","Thu Apr 30 10:08:51 UTC 2026","passed","Thu Apr 30 10:08:51 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoNotFound"
"Verify GET /photos/{id} returns 404 for invalid IDs","182","testGetPhotoNotFound","REST Assured API Test Suite","Thu Apr 30 10:08:49 UTC 2026","passed","Thu Apr 30 10:08:50 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoNotFound"
"Verify PUT /todos/1 fully updates the todo","187","testUpdateTodo","REST Assured API Test Suite","Thu Apr 30 10:08:51 UTC 2026","failed","Thu Apr 30 10:08:51 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testUpdateTodo"
"Verify GET /todos/{id} returns 404 for invalid IDs","185","testGetTodoNotFound","REST Assured API Test Suite","Thu Apr 30 10:08:51 UTC 2026","passed","Thu Apr 30 10:08:51 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoNotFound"
"Verify GET /photos/{id} returns correct photo data","205","testGetPhotoById","REST Assured API Test Suite","Thu Apr 30 10:08:49 UTC 2026","passed","Thu Apr 30 10:08:49 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
"Verify GET /photos/{id} returns 404 for invalid IDs","188","testGetPhotoNotFound","REST Assured API Test Suite","Thu Apr 30 10:08:49 UTC 2026","passed","Thu Apr 30 10:08:49 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoNotFound"
"Verify GET /photos returns all 5000 photos","590","testGetAllPhotos","REST Assured API Test Suite","Thu Apr 30 10:08:48 UTC 2026","passed","Thu Apr 30 10:08:48 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetAllPhotos"
"Verify GET /albums/{id} returns 404 for non-existent IDs","186","testGetAlbumNotFound","REST Assured API Test Suite","Thu Apr 30 10:08:46 UTC 2026","passed","Thu Apr 30 10:08:47 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumNotFound"
"Verify GET /albums/{id} returns 404 for non-existent IDs","199","testGetAlbumNotFound","REST Assured API Test Suite","Thu Apr 30 10:08:46 UTC 2026","passed","Thu Apr 30 10:08:46 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumNotFound"
"Verify PUT /albums/1 updates the album and returns 200","189","testUpdateAlbum","REST Assured API Test Suite","Thu Apr 30 10:08:47 UTC 2026","passed","Thu Apr 30 10:08:47 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testUpdateAlbum"
"Verify relationship: user has many albums","97","testGetUserAlbums","REST Assured API Test Suite","Thu Apr 30 10:08:53 UTC 2026","passed","Thu Apr 30 10:08:53 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserAlbums"
"Verify GET /photos?albumId=1 filters photos by album","196","testFilterPhotosByAlbumId","REST Assured API Test Suite","Thu Apr 30 10:08:49 UTC 2026","passed","Thu Apr 30 10:08:49 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testFilterPhotosByAlbumId"
"Verify GET /users/{id} returns correct user data","99","testGetUserById","REST Assured API Test Suite","Thu Apr 30 10:08:52 UTC 2026","failed","Thu Apr 30 10:08:52 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserById"
"Verify GET /todos returns all 200 todos","95","testGetAllTodos","REST Assured API Test Suite","Thu Apr 30 10:08:50 UTC 2026","passed","Thu Apr 30 10:08:50 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetAllTodos"
"Verify GET /photos/{id} returns 404 for invalid IDs","187","testGetPhotoNotFound","REST Assured API Test Suite","Thu Apr 30 10:08:49 UTC 2026","passed","Thu Apr 30 10:08:49 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoNotFound"
"Verify POST /posts creates a new post and returns 201","313","testCreatePost","REST Assured API Test Suite","Thu Apr 30 10:08:43 UTC 2026","failed","Thu Apr 30 10:08:43 UTC 2026","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testCreatePost"
"Verify GET /todos/{id} returns correct todo data","95","testGetTodoById","REST Assured API Test Suite","Thu Apr 30 10:08:50 UTC 2026","passed","Thu Apr 30 10:08:50 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoById"
