"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","159","testGetUserById","REST Assured API Test Suite","Mon Mar 02 16:28:29 UTC 2026","passed","Mon Mar 02 16:28:29 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserById"
"","120","testGetAllUsers","REST Assured API Test Suite","Mon Mar 02 16:28:29 UTC 2026","passed","Mon Mar 02 16:28:29 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetAllUsers"
"","194","testGetNonExistentAlbum","REST Assured API Test Suite","Mon Mar 02 16:28:26 UTC 2026","passed","Mon Mar 02 16:28:26 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetNonExistentAlbum"
"","195","testGetUserPosts","REST Assured API Test Suite","Mon Mar 02 16:28:30 UTC 2026","passed","Mon Mar 02 16:28:30 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserPosts"
"","274","testGetAllComments","REST Assured API Test Suite","Mon Mar 02 16:28:24 UTC 2026","passed","Mon Mar 02 16:28:24 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetAllComments"
"","138","testGetAllTodos","REST Assured API Test Suite","Mon Mar 02 16:28:28 UTC 2026","passed","Mon Mar 02 16:28:28 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetAllTodos"
"","151","testGetPhotoById","REST Assured API Test Suite","Mon Mar 02 16:28:27 UTC 2026","passed","Mon Mar 02 16:28:27 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
"","151","testUpdatePost","REST Assured API Test Suite","Mon Mar 02 16:28:23 UTC 2026","passed","Mon Mar 02 16:28:24 UTC 2026","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testUpdatePost"
"","140","testGetTodoById","REST Assured API Test Suite","Mon Mar 02 16:28:28 UTC 2026","passed","Mon Mar 02 16:28:28 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoById"
"","131","testFilterPostsByUserId","REST Assured API Test Suite","Mon Mar 02 16:28:23 UTC 2026","passed","Mon Mar 02 16:28:23 UTC 2026","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testFilterPostsByUserId"
"","188","testGetNonExistentPhoto","REST Assured API Test Suite","Mon Mar 02 16:28:28 UTC 2026","passed","Mon Mar 02 16:28:28 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetNonExistentPhoto"
"","296","testPhotosResponseTime","REST Assured API Test Suite","Mon Mar 02 16:28:28 UTC 2026","passed","Mon Mar 02 16:28:28 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotosResponseTime"
"","191","testGetNonExistentTodo","REST Assured API Test Suite","Mon Mar 02 16:28:29 UTC 2026","passed","Mon Mar 02 16:28:29 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetNonExistentTodo"
"","215","testCreateAlbum","REST Assured API Test Suite","Mon Mar 02 16:28:26 UTC 2026","passed","Mon Mar 02 16:28:26 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testCreateAlbum"
