"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify photo URLs are non-null and non-empty","59","testPhotoUrlFormat","REST Assured API Test Suite","Fri Apr 24 09:47:22 UTC 2026","passed","Fri Apr 24 09:47:23 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotoUrlFormat"
"Verify GET /todos returns all 200 todos","59","testGetAllTodos","REST Assured API Test Suite","Fri Apr 24 09:47:23 UTC 2026","passed","Fri Apr 24 09:47:23 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetAllTodos"
"Verify GET /todos/{id} returns correct todo data","59","testGetTodoById","REST Assured API Test Suite","Fri Apr 24 09:47:23 UTC 2026","passed","Fri Apr 24 09:47:23 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoById"
"Verify GET /photos?albumId=1 filters photos by album","61","testFilterPhotosByAlbumId","REST Assured API Test Suite","Fri Apr 24 09:47:22 UTC 2026","passed","Fri Apr 24 09:47:22 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testFilterPhotosByAlbumId"
"Verify GET /albums/{id} returns correct album data","83","testGetAlbumById","REST Assured API Test Suite","Fri Apr 24 09:47:21 UTC 2026","passed","Fri Apr 24 09:47:21 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumById"
"Verify PUT /todos/1 fully updates the todo","64","testUpdateTodo","REST Assured API Test Suite","Fri Apr 24 09:47:23 UTC 2026","failed","Fri Apr 24 09:47:23 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testUpdateTodo"
"Verify GET /todos/{id} returns correct todo data","69","testGetTodoById","REST Assured API Test Suite","Fri Apr 24 09:47:23 UTC 2026","passed","Fri Apr 24 09:47:23 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoById"
"Verify response structure matches user JSON schema","58","testUserSchemaValidation","REST Assured API Test Suite","Fri Apr 24 09:47:24 UTC 2026","passed","Fri Apr 24 09:47:24 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testUserSchemaValidation"
"Verify GET /users returns all 10 users","66","testGetAllUsers","REST Assured API Test Suite","Fri Apr 24 09:47:23 UTC 2026","passed","Fri Apr 24 09:47:23 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetAllUsers"
"Verify GET /albums returns all 100 albums","68","testGetAllAlbums","REST Assured API Test Suite","Fri Apr 24 09:47:20 UTC 2026","passed","Fri Apr 24 09:47:21 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAllAlbums"
"Verify GET /comments/{id} returns correct comment data","84","testGetCommentById","REST Assured API Test Suite","Fri Apr 24 09:47:20 UTC 2026","failed","Fri Apr 24 09:47:20 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentById"
"Verify GET /todos?completed=false returns only incomplete todos","68","testFilterIncompleteTodos","REST Assured API Test Suite","Fri Apr 24 09:47:23 UTC 2026","passed","Fri Apr 24 09:47:23 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testFilterIncompleteTodos"
"Verify GET /photos/{id} returns correct photo data","75","testGetPhotoById","REST Assured API Test Suite","Fri Apr 24 09:47:22 UTC 2026","passed","Fri Apr 24 09:47:22 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoById"
"Verify GET /albums/{id} returns correct album data","74","testGetAlbumById","REST Assured API Test Suite","Fri Apr 24 09:47:21 UTC 2026","passed","Fri Apr 24 09:47:21 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumById"
"Verify Content-Type header and response time for photos","49","testPhotoHeaders","REST Assured API Test Suite","Fri Apr 24 09:47:23 UTC 2026","passed","Fri Apr 24 09:47:23 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotoHeaders"
"Verify GET /comments/{id} returns 404 for invalid IDs","77","testGetCommentNotFound","REST Assured API Test Suite","Fri Apr 24 09:47:20 UTC 2026","passed","Fri Apr 24 09:47:20 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentNotFound"
"Verify POST /users creates a user and returns 201","59","testCreateUser","REST Assured API Test Suite","Fri Apr 24 09:47:24 UTC 2026","passed","Fri Apr 24 09:47:24 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testCreateUser"
