"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify GET /users returns all 10 users","50","testGetAllUsers","REST Assured API Test Suite","Mon May 18 11:46:27 UTC 2026","passed","Mon May 18 11:46:27 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetAllUsers"
"Verify GET /photos/{id} returns 404 for invalid IDs","67","testGetPhotoNotFound","REST Assured API Test Suite","Mon May 18 11:46:26 UTC 2026","passed","Mon May 18 11:46:26 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoNotFound"
"Verify GET /users/{id} returns correct user data","72","testGetUserById","REST Assured API Test Suite","Mon May 18 11:46:27 UTC 2026","failed","Mon May 18 11:46:27 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserById"
"Verify GET /comments/{id} returns correct comment data","80","testGetCommentById","REST Assured API Test Suite","Mon May 18 11:46:23 UTC 2026","failed","Mon May 18 11:46:23 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentById"
"Verify GET /users/{id} returns 404 for invalid IDs","43","testGetUserNotFound","REST Assured API Test Suite","Mon May 18 11:46:27 UTC 2026","passed","Mon May 18 11:46:27 UTC 2026","com.apitest.users.UserTest","Users Tests","com.apitest.users.UserTest","testGetUserNotFound"
"Verify GET /albums/{id} returns 404 for non-existent IDs","57","testGetAlbumNotFound","REST Assured API Test Suite","Mon May 18 11:46:24 UTC 2026","passed","Mon May 18 11:46:24 UTC 2026","com.apitest.albums.AlbumTest","Albums Tests","com.apitest.albums.AlbumTest","testGetAlbumNotFound"
"Verify GET /comments/{id} returns 404 for invalid IDs","74","testGetCommentNotFound","REST Assured API Test Suite","Mon May 18 11:46:24 UTC 2026","passed","Mon May 18 11:46:24 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentNotFound"
"Verify Content-Type header and response time for photos","53","testPhotoHeaders","REST Assured API Test Suite","Mon May 18 11:46:26 UTC 2026","passed","Mon May 18 11:46:26 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotoHeaders"
"Verify response structure matches post JSON schema","583","testPostSchemaValidation","REST Assured API Test Suite","Mon May 18 11:46:22 UTC 2026","passed","Mon May 18 11:46:22 UTC 2026","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testPostSchemaValidation"
"Verify photo URLs are non-null and non-empty","62","testPhotoUrlFormat","REST Assured API Test Suite","Mon May 18 11:46:26 UTC 2026","passed","Mon May 18 11:46:26 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testPhotoUrlFormat"
"Verify Content-Type header and response time for todos","37","testTodoHeaders","REST Assured API Test Suite","Mon May 18 11:46:27 UTC 2026","passed","Mon May 18 11:46:27 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testTodoHeaders"
"Verify GET /comments/{id} returns correct comment data","78","testGetCommentById","REST Assured API Test Suite","Mon May 18 11:46:23 UTC 2026","failed","Mon May 18 11:46:23 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetCommentById"
"Verify GET /posts/{id} returns 404 for non-existent IDs","55","testGetPostNotFound","REST Assured API Test Suite","Mon May 18 11:46:23 UTC 2026","passed","Mon May 18 11:46:23 UTC 2026","com.apitest.posts.PostTest","Posts Tests","com.apitest.posts.PostTest","testGetPostNotFound"
"Verify GET /photos/{id} returns 404 for invalid IDs","71","testGetPhotoNotFound","REST Assured API Test Suite","Mon May 18 11:46:26 UTC 2026","passed","Mon May 18 11:46:26 UTC 2026","com.apitest.photos.PhotoTest","Photos Tests","com.apitest.photos.PhotoTest","testGetPhotoNotFound"
"Verify GET /comments returns all 500 comments","165","testGetAllComments","REST Assured API Test Suite","Mon May 18 11:46:23 UTC 2026","passed","Mon May 18 11:46:23 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testGetAllComments"
"Verify GET /comments?postId=1 filters comments by post","84","testFilterCommentsByPostId","REST Assured API Test Suite","Mon May 18 11:46:24 UTC 2026","passed","Mon May 18 11:46:24 UTC 2026","com.apitest.comments.CommentTest","Comments Tests","com.apitest.comments.CommentTest","testFilterCommentsByPostId"
"Verify PUT /todos/1 fully updates the todo","63","testUpdateTodo","REST Assured API Test Suite","Mon May 18 11:46:26 UTC 2026","failed","Mon May 18 11:46:27 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testUpdateTodo"
"Verify GET /todos/{id} returns 404 for invalid IDs","47","testGetTodoNotFound","REST Assured API Test Suite","Mon May 18 11:46:26 UTC 2026","passed","Mon May 18 11:46:26 UTC 2026","com.apitest.todos.TodoTest","Todos Tests","com.apitest.todos.TodoTest","testGetTodoNotFound"
